ID,Language,Subscription Type,isSubscriptionTypeLifetime,Subscription Event Type,isSubscriptionEventTypeRenewal,Purchase Store,isPurchaseStoreWeb,Purchase Amount,Currency, Purchase Amount in USD ,Subscription Start Date,Subscription Expiration,Demo User,isDemoUser,Free Trial User,isFreeTrialUser,Free Trial Start Date,Free Trial Expiration,Auto Renew,isAutoRenew,Country,User Type,isUserTypeConsumer,Lead Platform,isLeadPlatformWeb,Email Subscriber,isEmailSubscriber,Push Notifications,isPushNotifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,App Session - android,App Session - ios,App Session - NULL,App Session - web,App Session Sum,App Activity - App Launch,App Activity - Completed,App Activity - NULL,App Activity - Onboarding,App Activity - Other,App Activity - Start
936,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,119990000,EUR,145187900,3/25/2020,3/25/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,27,0,0,0,27,7,6,0,0,7,7
4545,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,119990000,EUR,145187900,3/10/2020,3/10/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,4,0,0,0,0,39,0,0,0,39,13,4,0,0,11,11
6637,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,119990000,EUR,145187900,3/27/2020,3/27/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,6,1,0,1,0,21,0,0,0,21,6,5,0,0,6,4
7862,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,119990000,EUR,145187900,3/25/2020,3/25/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,No,FALSE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,32,0,0,0,32,8,8,0,0,8,8
11115,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,119990000,EUR,145187900,3/28/2020,3/28/2021,No,FALSE,Yes,TRUE,3/24/2020,3/27/2020,On,TRUE,Europe,Consumer,TRUE,Web,TRUE,Yes,TRUE,Yes,TRUE,7,0,0,0,0,24,0,0,0,24,7,7,0,0,9,3
12803,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,119990000,EUR,145187900,3/14/2020,3/14/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,No,FALSE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,42,0,0,0,42,16,11,0,0,9,6
13899,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,119990000,EUR,145187900,3/30/2020,3/30/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,2,0,0,3,5,2,1,0,0,1,1
14938,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,119990000,EUR,145187900,3/24/2020,3/24/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,5,2,2,1,1,9,0,0,0,9,4,1,0,0,2,2
17676,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,119990000,EUR,145187900,3/26/2020,3/26/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,No,FALSE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,15,0,0,12,27,8,8,0,0,6,5
18785,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,119990000,EUR,145187900,3/3/2020,3/3/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,9,0,0,0,0,15,0,0,0,15,4,3,0,0,5,4
21772,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,119990000,EUR,145187900,3/15/2020,3/15/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,1,0,0,0,1,0,0,0,0,1,0
23207,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,119990000,EUR,145187900,3/25/2020,3/25/2021,No,FALSE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,Web,TRUE,No,FALSE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,15,0,0,0,15,4,4,0,0,6,2
1394,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,234990000,BGN,145055555.6,3/6/2020,3/6/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Other,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,27,0,0,0,27,10,3,0,0,8,6
30602,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,194990000,NZD,140392800,3/30/2020,3/31/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Other,Consumer,TRUE,App,FALSE,No,FALSE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,3,0,0,0,3,0,1,0,0,1,1
36176,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,194990000,NZD,140392800,3/22/2020,3/22/2021,No,FALSE,No,FALSE,NULL,NULL,On,TRUE,Other,Other,FALSE,NULL,FALSE,No,FALSE,No,FALSE,NULL,NULL,NULL,NULL,NULL,0,0,1,0,1,0,0,1,0,0,0
3704,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,99990000,GBP,138986100,3/24/2020,3/24/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,4,0,0,0,0,19,0,0,0,19,5,5,0,0,6,3
5959,SVE,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,99990000,GBP,138986100,9/16/2019,9/16/2020,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,49,34,0,0,83,31,17,0,0,23,13
6983,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,99990000,GBP,138986100,3/11/2020,3/11/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,No,FALSE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,26,0,0,1,27,8,7,0,0,7,5
8354,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,99990000,GBP,138986100,3/3/2020,3/3/2021,No,FALSE,Yes,TRUE,2/26/2020,2/29/2020,On,TRUE,Europe,Consumer,TRUE,Web,TRUE,Yes,TRUE,Yes,TRUE,10,0,0,0,0,16,0,0,2,18,8,6,0,0,4,1
16165,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,99990000,GBP,138986100,3/10/2020,3/10/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,No,FALSE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,8,0,0,0,8,2,2,0,0,2,2
17505,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,99990000,GBP,138986100,3/25/2020,3/25/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,3,0,0,0,0,2,0,0,12,14,2,5,0,0,1,6
19831,SVE,Limited,FALSE,RENEWAL,TRUE,App,FALSE,99990000,GBP,138986100,1/9/2019,1/9/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,21,1,0,1,0,14,0,0,0,14,6,3,0,0,5,0
24425,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,99990000,GBP,138986100,3/11/2020,3/11/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,6,0,0,0,0,5,0,0,0,5,3,0,0,0,2,0
25573,DEU,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,99990000,GBP,138986100,1/22/2019,1/22/2020,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,No,FALSE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,2,0,0,0,2,2,0,0,0,0,0
26528,ARA,Limited,FALSE,RENEWAL,TRUE,App,FALSE,99990000,GBP,138986100,3/28/2020,3/28/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Other,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,2,0,0,0,0,6,0,0,0,6,4,0,0,0,2,1
39099,DEU,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,99990000,GBP,138986100,12/3/2018,12/3/2019,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,No,FALSE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,1,0,0,0,1,1,0,0,0,0,0
17529,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,159990000,SGD,119992500,3/28/2020,3/28/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Other,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,22,0,0,0,22,6,5,0,0,6,5
18886,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,110000000,CHF,119900000,3/9/2020,3/9/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,11,0,0,0,11,3,0,0,0,4,4
14056,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,5600000000,PHP,117600000,2/26/2020,2/26/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Other,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,21,0,0,0,21,8,4,0,0,7,2
4085,SVE,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,979000000,SEK,117480000,1/11/2020,1/11/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,93,0,0,0,93,29,22,0,0,27,15
5058,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,375000000,ILS,116250000,3/21/2020,3/22/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Other,Consumer,TRUE,App,FALSE,No,FALSE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,80,0,0,77,157,41,46,0,0,25,45
13741,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,144990000,CAD,115992000,3/18/2020,3/18/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,5,0,0,0,0,20,14,0,0,34,8,7,0,0,10,9
18003,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,144990000,CAD,115992000,3/1/2020,3/1/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,No,FALSE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,18,0,0,0,18,7,6,0,0,3,2
24043,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,144990000,CAD,115992000,3/24/2020,3/24/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,7,2,0,1,0,22,0,0,0,22,7,7,0,0,7,1
25456,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,144990000,CAD,115992000,3/1/2020,3/1/2021,No,FALSE,No,FALSE,NULL,NULL,On,TRUE,Other,Other,FALSE,NULL,FALSE,No,FALSE,No,FALSE,NULL,NULL,NULL,NULL,NULL,0,0,1,0,1,0,0,1,0,0,0
23185,KOR,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,94990000,EUR,114937900,12/1/2018,4/16/2019,No,FALSE,Yes,TRUE,12/1/2018,12/4/2018,Off,FALSE,Europe,Consumer,TRUE,App,FALSE,No,FALSE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,20,0,0,1,21,9,1,0,0,6,5
12759,SVE,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,81990000,GBP,113966100,11/27/2019,11/27/2020,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Europe,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,2,0,0,0,0,31,0,0,0,31,9,8,0,0,9,5
1822,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,12100000000,JPY,112530000,3/2/2020,3/2/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Other,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,94,0,0,0,94,27,25,0,0,27,15
12103,ARA,Limited,FALSE,RENEWAL,TRUE,App,FALSE,8600000000,INR,111800000,1/9/2019,1/17/2020,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Other,Consumer,TRUE,App,FALSE,No,FALSE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,23,0,0,0,23,7,5,0,0,6,5
573,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/5/2020,3/5/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,7,2,0,2,0,33,0,0,0,33,10,7,0,0,10,6
1266,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/2/2020,3/11/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,8,2,0,2,0,79,0,0,0,79,23,22,0,0,24,10
2205,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/29/2020,3/29/2021,No,FALSE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,Web,TRUE,No,FALSE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,113,0,0,0,113,39,23,0,0,34,17
2327,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/24/2020,3/24/2021,No,FALSE,Yes,TRUE,5/13/2019,5/16/2019,On,TRUE,US/Canada,Consumer,TRUE,Web,TRUE,Yes,TRUE,Yes,TRUE,43,0,0,0,0,207,171,0,5,383,129,114,0,0,74,69
2491,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/6/2020,3/6/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,9,0,0,0,0,59,0,0,0,59,18,15,0,0,17,9
2776,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/1/2020,3/1/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,6,0,0,0,0,24,0,0,0,24,6,5,0,0,7,6
2811,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,2/26/2020,2/26/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,6,0,0,0,0,34,0,0,23,57,18,15,0,0,10,14
3043,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/10/2020,3/10/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,7,0,0,0,0,39,0,0,0,39,13,13,0,0,10,3
3053,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/6/2020,3/6/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,8,0,0,0,0,26,0,0,0,26,13,7,0,0,4,2
3317,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/7/2020,3/7/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,7,0,0,0,0,5,0,0,0,5,2,1,0,0,2,0
5733,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/9/2020,3/9/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,9,0,0,0,0,9,51,0,0,60,18,13,0,0,19,11
6784,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/28/2020,3/28/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,5,0,0,0,0,15,0,0,0,15,4,3,0,0,4,4
6855,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/17/2020,3/17/2021,No,FALSE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,Web,TRUE,Yes,TRUE,Yes,TRUE,6,1,0,1,0,16,0,0,0,16,4,3,0,0,5,4
7056,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/26/2020,3/26/2021,No,FALSE,No,FALSE,NULL,NULL,On,TRUE,Other,Other,FALSE,NULL,FALSE,No,FALSE,No,FALSE,6,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
7188,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/19/2020,3/19/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Other,Consumer,TRUE,Web,TRUE,Yes,TRUE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,17,0,0,0,17,5,6,0,0,6,1
7752,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/17/2020,3/17/2021,No,FALSE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,Web,TRUE,Yes,TRUE,Yes,TRUE,10,1,0,1,0,118,0,0,0,118,31,39,0,0,36,13
7812,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/18/2020,3/18/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,39,0,0,0,0,32,0,0,0,32,10,8,0,0,11,3
7864,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/3/2020,3/1/2021,Yes,TRUE,No,FALSE,NULL,NULL,Off,FALSE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,6,0,0,0,0,11,0,0,0,11,3,2,0,0,4,2
7967,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/4/2020,3/4/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,2,0,0,0,0,17,0,0,0,17,5,4,0,0,5,3
8330,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/15/2020,3/15/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Other,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,1,0,0,0,0,10,0,0,0,10,3,2,0,0,3,2
8657,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/19/2020,3/19/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,7,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0
8745,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/22/2020,3/22/2021,No,FALSE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,Web,TRUE,Yes,TRUE,Yes,TRUE,153,0,0,0,0,7,0,0,0,7,2,1,0,0,3,1
8915,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/9/2020,3/9/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,4,0,0,0,0,35,0,0,0,35,13,12,0,0,7,3
9818,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/25/2020,3/25/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,Web,TRUE,Yes,TRUE,Yes,TRUE,7,0,0,0,0,5,2,0,0,7,3,1,0,0,3,0
9910,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/21/2020,3/22/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,8,2,0,2,0,8,0,0,0,8,2,1,0,0,3,2
10182,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/24/2020,3/24/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,Other,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,NULL,NULL,NULL,NULL,NULL,15,0,0,0,15,5,5,0,0,5,0
10447,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/4/2020,3/4/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,7,0,0,0,0,8,0,0,0,8,2,0,0,0,3,3
10612,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/17/2020,3/17/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,No,FALSE,Yes,TRUE,5,3,3,1,1,18,0,0,0,18,5,6,0,0,5,2
12193,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/15/2020,3/15/2021,No,FALSE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,Web,TRUE,Yes,TRUE,Yes,TRUE,7,0,0,0,0,4,0,0,2,6,3,0,0,0,1,2
13454,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/6/2020,3/6/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,10,0,0,0,0,25,0,0,0,25,12,7,0,0,4,2
14090,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/25/2020,3/25/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,5,0,0,0,0,6,0,0,0,6,2,0,0,0,2,2
14492,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/4/2020,3/3/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,7,0,0,0,0,37,0,0,0,37,14,13,0,0,8,2
14505,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/21/2020,3/21/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,18,14,0,4,0,16,0,0,0,16,5,4,0,0,5,2
16386,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/23/2020,3/23/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,22,0,0,0,0,21,0,0,0,21,6,6,0,0,6,3
17345,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/1/2020,3/1/2021,No,FALSE,Yes,TRUE,11/10/2014,11/13/2014,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,36,0,0,0,0,12,0,0,0,12,2,2,0,0,4,4
17752,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/12/2020,3/12/2021,No,FALSE,No,FALSE,NULL,NULL,On,TRUE,Other,Other,FALSE,NULL,FALSE,No,FALSE,No,FALSE,20,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0
17830,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/22/2020,3/22/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,7,0,0,0,0,2,4,0,0,6,2,1,0,0,2,1
18308,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,2/29/2020,2/28/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,7,0,0,0,0,10,0,0,0,10,4,0,0,0,3,3
18315,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,3/31/2020,3/31/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,1,0,0,0,0,13,0,0,0,13,4,3,0,0,4,2
21178,ALL,Limited,FALSE,INITIAL_PURCHASE,FALSE,App,FALSE,109990000,USD,109990000,2/27/2020,2/27/2021,Yes,TRUE,No,FALSE,NULL,NULL,On,TRUE,US/Canada,Consumer,TRUE,App,FALSE,Yes,TRUE,Yes,TRUE,100,3,0,2,0,13,0,0,0,13,3,2,0,0,7,4
